source_hint,source_root,original_filename,relative_path,size_bytes,sha256,width,height,product_name,brand,variant,size,category,skin,confidence,target_filename,action,notes,created_at,updated_at
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_07 a.m. (9).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_07 a.m. (9).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_07 a.m. (9).png",1741978,e636283196971b892dba458147e022c798d9646d3abc0a1e35c08e5557ac8229,,,Crema para manos,,nutrición intensa,75ml,cuidado_personal,light,0.94,crema-para-manos-nutricion-intensa-75ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_40 a.m. (1).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_40 a.m. (1).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_40 a.m. (1).png",1696462,a97d8cb48bb9ed726e914e8dde3e04dd4e6bff66b240d1975bc2e76a6488ade7,,,Agua natural,,,600ml,bebidas,light,0.95,agua-natural-600ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_40 a.m. (2).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_40 a.m. (2).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_40 a.m. (2).png",1897049,b3de812e6650d46d5d5257d32e752403566e95a8e4d28a4e2d4c0b39ab472bf3,,,Refresco de limón,,limón,600ml,bebidas,light,0.95,refresco-de-limon-600ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_41 a.m. (3).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_41 a.m. (3).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_41 a.m. (3).png",1737750,1fd4626c148b467a9ffb02ef3013b06c8addc4bbcd419b4ebc6812cc560b52cc,,,Refresco de naranja,,naranja,600ml,bebidas,light,0.95,refresco-de-naranja-600ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_41 a.m. (4).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_41 a.m. (4).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_41 a.m. (4).png",1783794,3d85d2c5d3bcf38b30c3142b21ba0c307cab9291ed3dcba9657cfa68560629fe,,,Jugo de manzana,,manzana,1l,bebidas,light,0.95,jugo-de-manzana-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_41 a.m. (5).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_41 a.m. (5).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_41 a.m. (5).png",1793859,317285fe05acf4f1f124a7312f7ef88f5adee4cbd8ecc3f91b7d434080a10911,,,Jugo de uva,,uva,1l,bebidas,light,0.95,jugo-de-uva-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_42 a.m. (6).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_42 a.m. (6).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_42 a.m. (6).png",2101158,740f01a60d778f0e01e1e2049eefac6bc98e52d61a98fbcc81d41449921b00da,,,Néctar de durazno,,durazno,1l,bebidas,dark,0.96,nectar-de-durazno-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_42 a.m. (7).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_42 a.m. (7).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_42 a.m. (7).png",2100402,df1aea9a47622c01e9680949c73876b38550b6ae63b7c80899cdc10e0e4cd6ef,,,Néctar de mango,,mango,1l,bebidas,dark,0.96,nectar-de-mango-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_43 a.m. (8).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_43 a.m. (8).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_43 a.m. (8).png",2181616,f7f68127568b54ae79514d14a3c238085b18911113266a7bdeab08505b1338c1,,,Néctar de guayaba,,guayaba,1l,bebidas,dark,0.96,nectar-de-guayaba-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_43 a.m. (9).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_43 a.m. (9).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_43 a.m. (9).png",2038068,9d982381ac2f9dd3d1ce164794af50ad8f82125da26d4446b2695282b0f9413e,,,Agua mineral,,,600ml,bebidas,dark,0.95,agua-mineral-600ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_44 a.m. (10).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_44 a.m. (10).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_44 a.m. (10).png",2104742,e7cc1842c672adc84e2a62686fb738f38230073a46bed74048d7b9baa8ede5d6,,,Agua con gas,,burbuja fina,600ml,bebidas,dark,0.95,agua-con-gas-burbuja-fina-600ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_46 a.m. (1).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_46 a.m. (1).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_46 a.m. (1).png",1900450,df9e0919db104b2584c5e86286d2dc07c6ee7c905203c682771fc9aefeede37c,,,Agua tónica,,,600ml,bebidas,light,0.95,agua-tonica-600ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_47 a.m. (2).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_47 a.m. (2).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_47 a.m. (2).png",1920774,e8f9e2b8bc9936635eff6b927131f6960e070e0bca57b91f373ff2f5cc4cf3eb,,,Bebida isotónica,,,600ml,bebidas,light,0.95,bebida-isotonica-600ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_47 a.m. (3).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_47 a.m. (3).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_47 a.m. (3).png",1877530,c852bcf8bae9c98612aac58771e7fc9cf4049d91909677b590d70369d77ffb2f,,,Bebida energética,,energía activa,355ml,bebidas,light,0.95,bebida-energetica-energia-activa-355ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_47 a.m. (4).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_47 a.m. (4).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_47 a.m. (4).png",1816426,21ac5ede73b39b8605c6646bc219a2a279f006d0b97fb2f4e41139e3d6dd48a0,,,Bebida de avena,,,1l,bebidas,light,0.95,bebida-de-avena-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_48 a.m. (5).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_48 a.m. (5).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_48 a.m. (5).png",1760712,4293b490226d1e812353c1fb886099dabde96da71fdd572ab6c6406c4e54a0c5,,,Bebida de arroz,,,1l,bebidas,light,0.95,bebida-de-arroz-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_53 a.m. (1).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_53 a.m. (1).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_53 a.m. (1).png",2242754,84319cc95a43c2b99e6d7c10d269eb395c630084720f827aecff00fc013bc018,,,Bebida de almendra,,,1l,bebidas,dark,0.95,bebida-de-almendra-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_54 a.m. (2).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_54 a.m. (2).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_54 a.m. (2).png",2189655,9f1a73c755e140ffbad5da50ccaae4a1afb8b8d4470d64865041b1718e2cc648,,,Leche deslactosada,,,1l,lacteos,dark,0.95,leche-deslactosada-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_59 a.m. (1).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_59 a.m. (1).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_59 a.m. (1).png",1914033,e2c91efa66007a36c95e8d94a377c38c076a74dfb99d28c521cc09e818a9ed1d,,,Néctar de durazno,,durazno,1l,bebidas,light,0.96,nectar-de-durazno-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_59 a.m. (2).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_59 a.m. (2).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_59 a.m. (2).png",1796742,d1fd4fe2b73a72e1771153aed4996620525b70b46a02a0be2e166a032d5b9376,,,Néctar de mango,,mango,1l,bebidas,light,0.96,nectar-de-mango-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_00 a.m. (3).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_00 a.m. (3).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_00 a.m. (3).png",1895881,fdd6bb58a4707d2c5547c8bb47143c9224b3e4e904885a6cc71909c55e7fac45,,,Néctar de guayaba,,guayaba,1l,bebidas,light,0.96,nectar-de-guayaba-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_00 a.m. (4).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_00 a.m. (4).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_00 a.m. (4).png",1961830,5fa56b705741fa49194a96c7614587845d95f64d13fac71f5e7c3e5c3e21038e,,,Agua mineral,,,600ml,bebidas,light,0.95,agua-mineral-600ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_01 a.m. (5).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_01 a.m. (5).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_01 a.m. (5).png",1921538,d1f30456656aaeb47b9cf92f0b00899693b207f1d8c50e1f502bdaa310a80b49,,,Agua con gas,,burbuja fina,600ml,bebidas,light,0.95,agua-con-gas-burbuja-fina-600ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_01 a.m. (6).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_01 a.m. (6).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_01 a.m. (6).png",2302325,d91d869bf39972beaab2c3b376b0b90b9468ef94b83b36584e12c8c59ef8ca6b,,,Néctar de durazno,,durazno,1l,bebidas,dark,0.96,nectar-de-durazno-1l-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro. Nombre con sufijo por colisión estable dentro de dark.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_02 a.m. (7).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_02 a.m. (7).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_02 a.m. (7).png",2141053,ed3a92dfc9a24b5a92ef979f64f92c917329709998430d7841be1ec6177f87e0,,,Néctar de mango,,mango,1l,bebidas,dark,0.96,nectar-de-mango-1l-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro. Nombre con sufijo por colisión estable dentro de dark.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_02 a.m. (8).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_02 a.m. (8).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_02 a.m. (8).png",2280322,3d148fe910bf4da067cbd1edb8a3c6b692a0fbd578ac99da57e0a8b2333fc3e7,,,Néctar de guayaba,,guayaba,1l,bebidas,dark,0.96,nectar-de-guayaba-1l-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro. Nombre con sufijo por colisión estable dentro de dark.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_03 a.m. (10).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_03 a.m. (10).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_03 a.m. (10).png",2231535,06b87b8afda908c14ad516c3c57a494230ab1618a9d5c45d2f833703a6cc6edf,,,Agua con gas,,burbuja fina,600ml,bebidas,dark,0.95,agua-con-gas-burbuja-fina-600ml-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro. Nombre con sufijo por colisión estable dentro de dark.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_03 a.m. (9).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_03 a.m. (9).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_03 a.m. (9).png",2251810,c58faeb9edb1f807a16fa84ab23996be63e75bd2aab4e53911fe25ec7dc52e28,,,Agua mineral,,,600ml,bebidas,dark,0.95,agua-mineral-600ml-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro. Nombre con sufijo por colisión estable dentro de dark.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_05 a.m. (1).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_05 a.m. (1).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_05 a.m. (1).png",1909725,8f132d1e9be400a6594c6e74eb352e6bdada3159bd3a290eea763291dbe4ab4c,,,Agua tónica,,,600ml,bebidas,light,0.95,agua-tonica-600ml-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro. Nombre con sufijo por colisión estable dentro de light.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_06 a.m. (2).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_06 a.m. (2).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_06 a.m. (2).png",1667607,0d22f9bbd608f0ef2998882b8db072d7671c162a1e98e6b593ecd2f8f28c50b1,,,Bebida isotónica,,,600ml,bebidas,light,0.95,bebida-isotonica-600ml-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro. Nombre con sufijo por colisión estable dentro de light.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_06 a.m. (3).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_06 a.m. (3).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_06 a.m. (3).png",1813073,45c20bcbdd8da8347a81cefe9aeb970e8920e3af546c169c880b82b4ac73af54,,,Bebida energética,,energía intensa,355ml,bebidas,light,0.95,bebida-energetica-energia-intensa-355ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_07 a.m. (4).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_07 a.m. (4).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_07 a.m. (4).png",1845080,97d03fbae0dc1a5859d3a91f40c7024b4cc8b5ff4cda1add50781e46301bb38c,,,Bebida de avena,,,1l,bebidas,light,0.95,bebida-de-avena-1l-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro. Nombre con sufijo por colisión estable dentro de light.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_07 a.m. (5).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_07 a.m. (5).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_07 a.m. (5).png",1789501,521eb75fb71b2f2e5f4770fa78dfde366551c186694b9a4d7fa376d701499b9d,,,Bebida de arroz,,,1l,bebidas,light,0.95,bebida-de-arroz-1l-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro. Nombre con sufijo por colisión estable dentro de light.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_07 a.m. (6).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_07 a.m. (6).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_07 a.m. (6).png",2305519,2b25dda80e2a3121ff5cf071794433876158d30f24176244168c964a8c1e7d09,,,Agua tónica,,,600ml,bebidas,dark,0.95,agua-tonica-600ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_08 a.m. (7).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_08 a.m. (7).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_08 a.m. (7).png",2227256,b4e230b087a1c4f925cb823ecc18d5141d719b80da10e82c3e9b69f8b5465a04,,,Bebida isotónica,,,600ml,bebidas,dark,0.95,bebida-isotonica-600ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_08 a.m. (8).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_08 a.m. (8).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_08 a.m. (8).png",2130758,e52415d2571338370dd009d3975a970c7d78ee11a1fd86673f1c79248c096e5f,,,Bebida energética,,energía intensa,355ml,bebidas,dark,0.95,bebida-energetica-energia-intensa-355ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_09 a.m. (10).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_09 a.m. (10).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_09 a.m. (10).png",2154592,5050b81339431b179674501681293f490cddef338e1a6996e0942d985bafe53d,,,Bebida de arroz,,,1l,bebidas,dark,0.95,bebida-de-arroz-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_09 a.m. (9).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_09 a.m. (9).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_09 a.m. (9).png",2111175,5d749de430a0e34fc501ce48222dbffc0d0eeabf368a0ec43530648b86e3f812,,,Bebida de avena,,,1l,bebidas,dark,0.95,bebida-de-avena-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_11 a.m. (1).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_11 a.m. (1).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_11 a.m. (1).png",1798527,fdf25873a35229c564c5b5ea116d051b6c41a508a01a9b1c0d96211207be028c,,,Bebida de almendra,,,1l,bebidas,light,0.95,bebida-de-almendra-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_12 a.m. (2).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_12 a.m. (2).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_12 a.m. (2).png",1842862,c100824f324cfc1bfca64e740d1186f674036e80168e732543bc129aaa819ace,,,Bebida de soya,,,1l,bebidas,light,0.95,bebida-de-soya-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_12 a.m. (3).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_12 a.m. (3).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_12 a.m. (3).png",1803761,9347ab24fe1fefc04d6d9f8a33ccbff36c7fb11adcbcf727ebcd7873e6649766,,,Leche entera,,,1l,lacteos,light,0.95,leche-entera-1l-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro. Nombre con sufijo por colisión estable dentro de light.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_13 a.m. (4).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_13 a.m. (4).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_13 a.m. (4).png",1820236,59fb7de3bb8fa80dcecd9361ffe0b5c6184bf76ae62c3b3537a5150841648468,,,Leche descremada,,,1l,lacteos,light,0.95,leche-descremada-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_13 a.m. (5).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_13 a.m. (5).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_13 a.m. (5).png",1840267,331c59888cec109c053e05fb48983ed405f32c20d9ee2f6cf57999e05f293b64,,,Leche deslactosada,,,1l,lacteos,light,0.95,leche-deslactosada-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_14 a.m. (6).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_14 a.m. (6).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_14 a.m. (6).png",2082023,bd446106cb75db30f846d99f3aa3c5a48947853856a0b08f069e7b2c0224bc32,,,Bebida de almendra,,,1l,bebidas,dark,0.95,bebida-de-almendra-1l-02.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro. Nombre con sufijo por colisión estable dentro de dark.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_14 a.m. (7).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_58_14 a.m. (7).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_58_14 a.m. (7).png",2172981,881dbb051a81d7fc4830a1d5083c361135038b92e1a4f2abcb1bb2b7675c06c3,,,Bebida de soya,,,1l,bebidas,dark,0.95,bebida-de-soya-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
